piece,piece_url,Work Title,Composer,Opus/Catalogue NumberOp./Cat. No.,Key,Movements/SectionsMov'ts/Sec's,Year/Date of CompositionY/D of Comp.,Composer Time PeriodComp. Period,Piece Style,Instrumentation,Average DurationAvg. Duration
"Schmücke dich, o liebe Seele, BWV 180 (Bach, Johann Sebastian)",https://imslp.org/wiki/Schm%C3%BCcke_dich%2C_o_liebe_Seele%2C_BWV_180_(Bach%2C_Johann_Sebastian),"Schmücke dich, o liebe Seele","Bach, Johann Sebastian",BWV 180 ; BC A 149,F major,"7 movements:Chorale Fantasia: Schmücke dich, o liebe SeeleAria (tenor): Ermuntre dich, dein Heiland klopftRecitative and Chorale (soprano): Wie teuer sind des heilgen Mahles Gaben!–Ach, wie hungert mein GemüteRecitative (alto): Mein Herz fühlt in sich Furcht und FreudeAria (soprano): Lebens Sonne, Licht der SinnenRecitative (bass): Herr, laß an mir dein treues LiebenChorale: Jesu, wahres Brot des Lebens",1724 in Leipzig,Baroque,Baroque,"2 flutes, oboe, oboe da caccia2 violins, viola, violoncello piccolo, continuo (organ)",
"Schmücke dich, o liebe Seele, BWV 654 (Bach, Johann Sebastian)",https://imslp.org/wiki/Schm%C3%BCcke_dich%2C_o_liebe_Seele%2C_BWV_654_(Bach%2C_Johann_Sebastian),"Schmücke dich, o liebe Seele","Bach, Johann Sebastian",BWV 654 ; 654a ; BC K 77,E-flat major,1 chorale prelude (129 bars),1747-48 in18 Chorale Preludes(No.4),Baroque,Baroque,organ,
"Schmücke dich, o liebe Seele, BWV 759 (Bach, Johann Sebastian)",https://imslp.org/wiki/Schm%C3%BCcke_dich%2C_o_liebe_Seele%2C_BWV_759_(Bach%2C_Johann_Sebastian),"Schmücke dich, o liebe Seele","Homilius, Gottfried August","HoWV VIII.17 ; (BWV 759) ; (BWV Anh.74) ; (Emans 156) ; (BWV App C, S. 707) ; (BWV Anh. III 172)",F major,1 movement,,Classical,Baroque,organ,2 minutes
"Schmücke dich, o liebe Seele, BWV Anh.74 (Bach, Johann Sebastian)",https://imslp.org/wiki/Schm%C3%BCcke_dich%2C_o_liebe_Seele%2C_BWV_Anh.74_(Bach%2C_Johann_Sebastian),"Schmücke dich, o liebe Seele","Homilius, Gottfried August","HoWV VIII.17 ; (BWV 759) ; (BWV Anh.74) ; (Emans 156) ; (BWV App C, S. 707) ; (BWV Anh. III 172)",F major,1 movement,,Classical,Baroque,organ,2 minutes
"Schweigt stille, plaudert nicht, BWV 211 (Bach, Johann Sebastian)",https://imslp.org/wiki/Schweigt_stille%2C_plaudert_nicht%2C_BWV_211_(Bach%2C_Johann_Sebastian),"Schweigt stille, plaudert nicht","Bach, Johann Sebastian",BWV 211 ; BC G 48,G major,"10 movements:Recitativo (Narrator): Schweigt stilleAria (Schlendrian): Hat man nicht mit seinen KindernRecitativo (Schlendrian, Lieschen): Du böses KindAria (Lieschen): Ei! Wie schmeckt der Kaffee süßeRecitativo (Schlendrian, Lieschen): Wenn du mir nicht den Kaffee läßtAria (Schlendrian): Mädchen, die von harten SinnenRecitativo (Schlendrian, Lieschen): Nun folge, was dein Vater spricht!Aria (Lieschen): Heute noch, lieber VaterRecitativo (Narrator): Nun geht und sucht der alte SchlendrianTrio (Narrator, Schlendrian, Lieschen): Die Katze läßt das Mausen nicht",1734-35 in Leipzig,Baroque,Baroque,"VoicesLieschen, his daughter (soprano)Narrator (tenor)Schlendrian (literally: Stick in the Mud) (bass)Orchestraflute, strings, continuo (harpsichord)",27 minutes
"Schwingt freudig euch empor, BWV 36c (Bach, Johann Sebastian)",https://imslp.org/wiki/Schwingt_freudig_euch_empor%2C_BWV_36c_(Bach%2C_Johann_Sebastian),Schwingt freudig euch empor,"Bach, Johann Sebastian",BWV 36c ; BC G 35,D major,"9 movements:Chorus: Schwingt freudig euch emporRecitative (tenor): Ein Herz, in zärtlichem EmpfindenAria (tenor): Die Liebe führt mit sanften SchrittenRecitative (bass): Du bist es jaAria (bass): Der Tag, der dich vordem gebarRecitative (soprano): Nur dieses Einz'ge sorgen wirAria (soprano): Auch mit gedämpften, schwachen StimmenRecitative (tenor): Bei solchen freudenvollen StundenChorus (soprano, tenor, bass): Wie die Jahre sich verneuen",1725 in Leipzig,Baroque,Baroque,"1 (or 2) oboe(s) d'amore, strings, continuo (harpsichord and/or organ)",
"Schwingt freudig euch empor, BWV 36 (Bach, Johann Sebastian)",https://imslp.org/wiki/Schwingt_freudig_euch_empor%2C_BWV_36_(Bach%2C_Johann_Sebastian),Schwingt freudig euch empor,"Bach, Johann Sebastian",BWV 36 ; BC A 3a-b,D major,"5 (early version) or 8 movements in 2 parts (revised version):Early Version(1725-30)1. Chorus: Schwingt freudig euch empor (D major)2. Aria (Tenor): Die Liebe zieht mit sanften Schritten (B minor)3. Aria (bass): Willkommen, werter Schatz (D major), 55 measures4. Aria (Soprano): Auch mit gedämpften, schwachen Stimmen (A major)5. Chorale: Wie bin ich doch so herzlich froh (D major)Revised Version(1731)Prima Pars1. Chorus: Schwingt freudig euch empor (D major)2. Choral: Nun komm, der Heiden Heiland (F♯minor)3. Aria (Tenor): Die Liebe zieht mit sanften Schritten (B minor)4. Chorale: Zwingt die Saiten in Cythara (D major)Secunda Pars5. Aria (bass): Willkommen, werter Schatz (D major)6. Chorale (Tenor): Der du bist dem Vater gleich (B minor)7. Aria (Soprano): Auch mit gedämpften, schwachen Stimmen (G major)8. Chorale: Lob sei Gott dem Vater ton (B minor)","1725-1730, rev. 1731",Baroque,Baroque,"2 oboes d'amore, strings, continuo (organ)",
"Seelenbräutigam, BWV 496 (Bach, Johann Sebastian)",https://imslp.org/wiki/Seelenbr%C3%A4utigam%2C_BWV_496_(Bach%2C_Johann_Sebastian),Seelenbräutigam,"Bach, Johann Sebastian",BWV 496 ; BC F 253,,1 sacred song,1735,Baroque,Baroque,"voice, continuo",
"Seelenbräutigam, BWV 409 (Bach, Johann Sebastian)",https://imslp.org/wiki/Seelenbr%C3%A4utigam%2C_BWV_409_(Bach%2C_Johann_Sebastian),Seelenbräutigam,"Bach, Johann Sebastian",BWV 409; BC F 173.1,,1 chorale,1725 or before,Baroque,Baroque,mixed chorus (SATB),
"Seelenweide, BWV 497 (Bach, Johann Sebastian)",https://imslp.org/wiki/Seelenweide%2C_BWV_497_(Bach%2C_Johann_Sebastian),Seelenweide,"Bach, Johann Sebastian",BWV 497 ; BC F 268,,1 sacred song,1735,Baroque,Baroque,"voice, continuo",
"Sehet, welch eine Liebe, BWV 64 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sehet%2C_welch_eine_Liebe%2C_BWV_64_(Bach%2C_Johann_Sebastian),"Sehet, welch eine Liebe","Bach, Johann Sebastian",BWV 64 ; BC A 15,E minor,"8 movements:Chorus: Sehet, welch eine Liebe (E minor)Chorale: Das gat er alles uns getan (G major)Recitativo (alto): Geh, Welt! (C major-D major)Chorus: Was frag ich nach der Welt (D major)Aria (soprano): Was die Welt (B minor)Recitativo (bass): Der Himmel bleibet mir gewiß (G major)Aria (alto): Von der Welt verlang ich nichts (G major)Chorale: Gute Nacht, o Wesen (E minor)",1723 in Leipzig,Baroque,Baroque,"oboe d'amore, cornett, 3 trombones, strings, continuo",25 minutes
"Sehet, wir geh'n hinauf gen Jerusalem, BWV 159 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sehet%2C_wir_geh'n_hinauf_gen_Jerusalem%2C_BWV_159_(Bach%2C_Johann_Sebastian),"Sehet, wir geh'n hinauf gen Jerusalem","Bach, Johann Sebastian",BWV 159 ; BC A 50,C minor,"5 movements:Arioso and Recitative (alto, bass): Sehet, wir gehn hinauf gen Jerusalem - Komm, schaue doch, mein SinnAria and Chorale (soprano, alto): Ich folge dir nach - Ich will hier bei dir stehenRecitative (tenor): Nun will ich mich, mein JesuAria (bass): Es ist vollbrachtChorale: Jesu, deine Passion ist mir lauter Freude",1729 in Leipzig,Baroque,Baroque,"oboe, bassoon, 2 violins, viola, continuo (harpsichord and/or organ)",
"Sei gegrüßet, Jesu gütig, BWV 499 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sei_gegr%C3%BC%C3%9Fet%2C_Jesu_g%C3%BCtig%2C_BWV_499_(Bach%2C_Johann_Sebastian),"Sei gegrüßet, Jesu gütig","Bach, Johann Sebastian",BWV 499 ; BC F 240,,1 sacred song,1735,Baroque,Baroque,"voice, continuo",
"Sei gegrüsset, Jesu gütig, BWV 768 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sei_gegr%C3%BCsset%2C_Jesu_g%C3%BCtig%2C_BWV_768_(Bach%2C_Johann_Sebastian),"Sei gegrüßet, Jesu gütig","Bach, Johann Sebastian",BWV 768 ; BC K 96,,1 chorale partita,1710?,Baroque,Baroque,organ,
"Sei gegrüßet, Jesu gütig, BWV 410 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sei_gegr%C3%BC%C3%9Fet%2C_Jesu_g%C3%BCtig%2C_BWV_410_(Bach%2C_Johann_Sebastian),"Sei gegrüßet, Jesu gütig","Bach, Johann Sebastian",BWV 410 ; BC F 174.1,,1 chorale,1725 or before,Baroque,Baroque,mixed chorus (SATB),
"Sei Lob und Ehr dem höchsten Gut, BWV 117 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sei_Lob_und_Ehr_dem_h%C3%B6chsten_Gut%2C_BWV_117_(Bach%2C_Johann_Sebastian),Sei Lob und Ehr dem höchsten Gut,"Bach, Johann Sebastian",BWV 117 ; BC A 187,G major,"9 movements:Versus 1, Chorus.Sei Lob und Ehr' dem höchsten Gut (G major, 100 bars)Versus 2, Recitativo (bass).Es danken dir die Himmelsheer (C major-G major, 33 bars)Versus 3, Aria (tenor).Was unser Gott geschaffen hat (E minor, 66 bars)Versus 4, Chorale.Ich rief dem Herrn in meiner Not (G major, 14 bars)Versus 5, Recitativo (alto).Der Herr ist noch und nimmer nicht (D major, 22 bars)Versus 6, Aria (bass).Wenn Trost und Hülf ermangeln muß (B minor, 57 bars)Versus 7, Aria (alto).Ich will dich all mein Leben lang (D major, 84 bars)Versus 8, Recitativo (tenor).Ihr, die ihr Christi Namen nennt (B minor-G major, 10 bars)Versus 9, Chorale.So kommet vor sein Angesicht (G major, 100 bars)",1731,Baroque,Baroque,"3 voices (ATB); Mixed chorus (SATB); Orchestra2 flutes, 2 oboes, 2 oboes d'amore, strings, continuo",26 minutes
"Sei Lob und Ehr dem höchsten Gut, BWV 251 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sei_Lob_und_Ehr_dem_h%C3%B6chsten_Gut%2C_BWV_251_(Bach%2C_Johann_Sebastian),Sei Lob und Ehr dem höchsten Gut,"Bach, Johann Sebastian",BWV 251 ; BC B 17/2 ; BC F 59.4,G major,1 chorale,1734-38 in3 Choräle zu Trauungen,Baroque,Baroque,"oboe, oboe d'amore, 2 horns, strings, continuo (organ)",
"Sei Lob und Ehr mit hohem Preis, BWV Anh.62a (Bach, Johann Sebastian)",https://imslp.org/wiki/Sei_Lob_und_Ehr_mit_hohem_Preis%2C_BWV_Anh.62a_(Bach%2C_Johann_Sebastian),Sei Lob und Ehr mit hohem Preis,"Bach, Johann Sebastian",BWV Anh.62a ; BWV App B 75 ; BWV Anh.II 62a ; Emans 158,F major,1 chorale prelude,,Baroque,Baroque,organ,
"Sei Lob und Ehr mit hohem Preis, BWV Anh.62b (Bach, Johann Sebastian)",https://imslp.org/wiki/Sei_Lob_und_Ehr_mit_hohem_Preis%2C_BWV_Anh.62b_(Bach%2C_Johann_Sebastian),Sei Lob und Ehr mit hohem Preis,"Bach, Johann Sebastian",BWV Anh.62b ; BWV App B 75 ; BWV Anh.II 62b ; Emans 159,F major,1 chorale prelude,,Baroque,Baroque,organ,
"Sei Lob und Preis mit Ehren, BWV 231 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sei_Lob_und_Preis_mit_Ehren%2C_BWV_231_(Bach%2C_Johann_Sebastian),Sei Lob und Preis mit Ehren,"Bach, Johann Sebastian",BWV 231 (BWV 28/2a) ; BWV Anh.160/2 ; BC C 7/2,C major,1 (Sei Lob und Preis mit Ehren),1724-25? in Leipzig,Baroque,Baroque,4 voices (or mixed chorus (SATB)),
"Sein Segen fließt daher wie ein Strom, BWV 1144 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sein_Segen_flie%C3%9Ft_daher_wie_ein_Strom%2C_BWV_1144_(Bach%2C_Johann_Sebastian),Sein Segen fließt daher wie ein Strom,"Bach, Johann Sebastian",BWV 1144 ; BWV Anh.I 14 ; BWV Anh.14 ; BC B 12,,6 movements,1725,Baroque,Baroque,unknown,
"Sein Segen fließt daher wie ein Strom, BWV Anh.14 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sein_Segen_flie%C3%9Ft_daher_wie_ein_Strom%2C_BWV_Anh.14_(Bach%2C_Johann_Sebastian),Sein Segen fließt daher wie ein Strom,"Bach, Johann Sebastian",BWV 1144 ; BWV Anh.I 14 ; BWV Anh.14 ; BC B 12,,6 movements,1725,Baroque,Baroque,unknown,
"Selig ist der Mann, BWV 57 (Bach, Johann Sebastian)",https://imslp.org/wiki/Selig_ist_der_Mann%2C_BWV_57_(Bach%2C_Johann_Sebastian),Selig ist der Mann,"Bach, Johann Sebastian",BWV 57 ; BC A 14,G minor,"8 movements:Aria (bass): Selig ist der Mann (G minor)Recitativo (soprano): Ach! dieser süße Trost (E♭major-C minor)Aria (soprano): Ich wünschte mir den Tod, den Tod (C minor)Recitativo (soprano, bass): Ich reiche dir die Hand (G minor-B♭major)Aria (bass): Ja, ja, ich kann die Feinde schlagen (B♭major)Recitativo (soprano, bass): In meiner Schoß liegt Ruh und Leben (E♭major-D minor)Aria (soprano): Ich ende / Behende / Mein irdisches Leben (G minor-B♭major)Chorale: Richte dich, Liebste, nach meinem Gefallen (B♭major)",1725,Baroque,Baroque,"VoicesSoprano (Soul)Bass (Christ)Mixed Chorus(SATB)Orchestra2 oboes, oboe da caccia, strings, continuo (harpsichord)",28 minutes
"Selig! wer an Jesum denkt, BWV 498 (Bach, Johann Sebastian)",https://imslp.org/wiki/Selig!_wer_an_Jesum_denkt%2C_BWV_498_(Bach%2C_Johann_Sebastian),Selig! Wer an Jesum denkt,"Bach, Johann Sebastian",BWV 498 ; BC F 239,,1 sacred song,1735,Baroque,Baroque,"voice, continuo",
"Sie werden aus Saba alle kommen, BWV 65 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sie_werden_aus_Saba_alle_kommen%2C_BWV_65_(Bach%2C_Johann_Sebastian),Sie werden aus Saba alle kommen,"Bach, Johann Sebastian",BWV 65,,"7 movements:Chorus: Sie werden aus Saba alle kommen (C major)Chorus: Die Kön'ge aus Saba kamen dar (A minor)Recitativo (bass): Was dort Jesaias vorhergesehn (F major-G major)Aria (bass): Gold aus Ophir ist zu schlecht (E minor)Recitativo (tenor): Verschmähe nicht (A minor-E minor)Aria (tenor): Nimm mich dir zu eigen hin (C major)Chorale: Ei nun, mein Gott, so fall ich dir (A minor)",1724 in Leipzig,Baroque,Baroque,"2 recorders, 2 oboes da caccia, 2 horns, strings, continuo (harpsichord and/or organ)",18 minutes
"Sie werden euch in den Bann tun, BWV 44 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sie_werden_euch_in_den_Bann_tun%2C_BWV_44_(Bach%2C_Johann_Sebastian),Sie werden euch in den Bann tun [I],"Bach, Johann Sebastian",BWV 44 ; BC A 78,,"7 movements:Duet (tenor, bass): Sie werden euch in den Bann tunChorus: Es Kömmt aber die ZeitAria (alto): Christen müssen auf der ErdenChoral (tenor): Ach Gott, wie manches HerzeleidRecitativo (bass): Es sucht der AntichristAria (soprano): Es ist und bleibt der Christen TrostChorale: So sei nun, Seele, deine",1724 in Leipzig,Baroque,Baroque,"2 oboes, bassoon, 2 violins, viola, continuo (organ)",22 minutes
"Sie werden euch in den Bann tun, BWV 183 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sie_werden_euch_in_den_Bann_tun%2C_BWV_183_(Bach%2C_Johann_Sebastian),Sie werden euch in den Bann tun [II],"Bach, Johann Sebastian",BWV 183 ; BC A 79,A minor,"5 movements:Recitative (bass): Sie werden euch in den Bann tunAria (tenor): Ich fürchte nicht des Todes SchreckenRecitative (alto): Ich bin bereit, mein Blut und armes LebenAria (soprano): Höchster Tröster, Heilger GeistChorale: Du bist ein Geist, der lehret",1725 in Leipzig,Baroque,Baroque,"2 oboes d'amore, 2 oboes da caccia, strings, violoncello piccolo, continuo (harpsichord and organ)",
"Siehe zu, dass deine Gottesfurcht, BWV 179 (Bach, Johann Sebastian)",https://imslp.org/wiki/Siehe_zu%2C_dass_deine_Gottesfurcht%2C_BWV_179_(Bach%2C_Johann_Sebastian),"Siehe zu, dass deine Gottesfurcht","Bach, Johann Sebastian",BWV 179 ; BC A 121,G minor,"6 movements:Chorus: Siehe zu, daß deine Gottesfurcht nicht Heuchelei seiRecitative (tenor): Das heutge Christentum ist leider schlecht bestelltAria (tenor): Falscher Heuchler EbenbildRecitative (bass): Wer so von innen wie von außen istAria (soprano): Liebster Gott, erbarme dichChorale: Ich armer Mensch, ich armer Sünder",1723 in Leipzig,Baroque,Baroque,"2 oboes da caccia, strings, continuo",13-19 minutes
"Siehe, der Hüter Israel, BWV 1148 (Bach, Johann Sebastian)",https://imslp.org/wiki/Siehe%2C_der_H%C3%BCter_Israel%2C_BWV_1148_(Bach%2C_Johann_Sebastian),"Siehe, der Hüter Israel","Bach, Johann Sebastian",BWV 1148 ; BWV Anh.I 15 ; BWV Anh.15 ; BC [B 32],,,1724,Baroque,Baroque,"2 oboes, 3 trumpets, timpani, strings, continuo",
"Siehe, der Hüter Israel, BWV Anh.15 (Bach, Johann Sebastian)",https://imslp.org/wiki/Siehe%2C_der_H%C3%BCter_Israel%2C_BWV_Anh.15_(Bach%2C_Johann_Sebastian),"Siehe, der Hüter Israel","Bach, Johann Sebastian",BWV 1148 ; BWV Anh.I 15 ; BWV Anh.15 ; BC [B 32],,,1724,Baroque,Baroque,"2 oboes, 3 trumpets, timpani, strings, continuo",
"Siehe, es hat überwunden, BWV 219 (Bach, Johann Sebastian)",https://imslp.org/wiki/Siehe%2C_es_hat_%C3%BCberwunden%2C_BWV_219_(Bach%2C_Johann_Sebastian),"Siehe, es hat überwunden","Telemann, Georg Philipp",(BWV 219) ; BC V 9 ; TWV 1:1328 ; BWV Anh.III 157,D major,"5 movements:Chorus: Siehe! Es hat uberwunden der LoweAria (bass): Gott sturzt den Hochmut des wutenden DrachenRecitative (soprano): Mensch, willt du nicht dein Heil verscherzenAria (alto): Wenn in meinen Letzen Zugen Sund und' Satan mich bekriegenChorale: Laß deine Kirch' und unser Land",1723 in Hamburg,Baroque,Baroque,"2 oboes (ad lib.), 2 trumpets, timpani, strings, continuo",
"Siehe, ich will viel Fischer aussenden, BWV 88 (Bach, Johann Sebastian)",https://imslp.org/wiki/Siehe%2C_ich_will_viel_Fischer_aussenden%2C_BWV_88_(Bach%2C_Johann_Sebastian),"Siehe, ich will viel Fischer aussenden","Bach, Johann Sebastian",BWV 88 ; BC A 105,D major,"2 parts (in 7 movements):Parte prima1. Aria (bass): Siehe, ich will viel Fischer aussenden (D major-G major)2. Recitativo (tenor): Wie leichtlich könnte doch der Höchste uns entbehren (B minor-E minor)3. Aria (tenor): Nein, Gott ist allezeit geflissen (E minor)Parte seconda4a. Recitativo (tenor): Jesus sprach zu Simon (G major) -4a. Arioso (bass): Fürchte dich nicht (D major)5. Aria-Duetto (soprano, alto): Beruft Gott selbst, so muß der Segen (A major)6. Recitativo (soprano): Was kann dich denn in deinem Wandel schrecken (F♯major-B minor)7. Chorale: Sing, bet und geh auf Gottes Wegen (B minor)",1726 in Leipzig,Baroque,Baroque,"2 oboes d'amore, taille, 2 horns, strings, continuo",22 minutes
"Sinfonia in D major, BWV 1045 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_D_major%2C_BWV_1045_(Bach%2C_Johann_Sebastian),Sinfonia D-Dur [Fragment],"Bach, Johann Sebastian",BWV 1045 ; BC A 193,D major,1 (Sinfonia),1742–46 ca. in Leipzig,Baroque,Baroque,"2 oboes, 3 trumpets, timpani, 2 violins, (viola), continuo",
"Sinfonia in F major, BWV 1046a (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_F_major%2C_BWV_1046a_(Bach%2C_Johann_Sebastian),Sinfonia,"Bach, Johann Sebastian",BWV 1046a (formerly BWV 1071),F major,7 movements:I. [no tempo indication]II. AdagioIII. MenuettoIV. TrioV. Menuetto [repetition of III]VI. TrioVII. Menuetto [repetition of III],1718,Baroque,Baroque,"3 oboes, bassoon, 2 horns, strings, continuo",
"Sinfonia in F major, BWV 1071 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_F_major%2C_BWV_1071_(Bach%2C_Johann_Sebastian),Sinfonia,"Bach, Johann Sebastian",BWV 1046a (formerly BWV 1071),F major,7 movements:I. [no tempo indication]II. AdagioIII. MenuettoIV. TrioV. Menuetto [repetition of III]VI. TrioVII. Menuetto [repetition of III],1718,Baroque,Baroque,"3 oboes, bassoon, 2 horns, strings, continuo",
"Sinfonia in C major, BWV 787 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_C_major%2C_BWV_787_(Bach%2C_Johann_Sebastian),Sinfonia in C major,"Bach, Johann Sebastian",BWV 787 ; BC L 42,C major,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in C minor, BWV 788 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_C_minor%2C_BWV_788_(Bach%2C_Johann_Sebastian),Sinfonia in C minor,"Bach, Johann Sebastian",BWV 788 ; BC L 43,C minor,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in D major, BWV 789 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_D_major%2C_BWV_789_(Bach%2C_Johann_Sebastian),Sinfonia in D major,"Bach, Johann Sebastian",BWV 789 ; BC L 44,D major,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in D minor, BWV 790 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_D_minor%2C_BWV_790_(Bach%2C_Johann_Sebastian),Sinfonia in D minor,"Bach, Johann Sebastian",BWV 790 ; BC L 45,D minor,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in E-flat major, BWV 791 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_E-flat_major%2C_BWV_791_(Bach%2C_Johann_Sebastian),Sinfonia in E-flat major,"Bach, Johann Sebastian",BWV 791 ; BC L 46,E-flat major,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in E major, BWV 792 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_E_major%2C_BWV_792_(Bach%2C_Johann_Sebastian),Sinfonia in E major,"Bach, Johann Sebastian",BWV 792 ; BC L 47,E major,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in E minor, BWV 793 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_E_minor%2C_BWV_793_(Bach%2C_Johann_Sebastian),Sinfonia in E minor,"Bach, Johann Sebastian",BWV 793 ; BC L 48,E minor,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in F major, BWV 794 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_F_major%2C_BWV_794_(Bach%2C_Johann_Sebastian),Sinfonia in F major,"Bach, Johann Sebastian",BWV 794 ; BC L 49,F major,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in F minor, BWV 795 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_F_minor%2C_BWV_795_(Bach%2C_Johann_Sebastian),Sinfonia in F minor,"Bach, Johann Sebastian",BWV 795 ; BC L 50,F minor,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in G major, BWV 796 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_G_major%2C_BWV_796_(Bach%2C_Johann_Sebastian),Sinfonia in G major,"Bach, Johann Sebastian",BWV 796 ; BC L 51,G major,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in G minor, BWV 797 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_G_minor%2C_BWV_797_(Bach%2C_Johann_Sebastian),Sinfonia in G minor,"Bach, Johann Sebastian",BWV 797 ; BC L 52,G minor,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in A major, BWV 798 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_A_major%2C_BWV_798_(Bach%2C_Johann_Sebastian),Sinfonia in A major,"Bach, Johann Sebastian",BWV 798 ; BC L 53,A major,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in A minor, BWV 799 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_A_minor%2C_BWV_799_(Bach%2C_Johann_Sebastian),Sinfonia in A minor,"Bach, Johann Sebastian",BWV 799 ; BC L 54,A minor,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in B-flat major, BWV 800 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_B-flat_major%2C_BWV_800_(Bach%2C_Johann_Sebastian),Sinfonia in B-flat major,"Bach, Johann Sebastian",BWV 800 ; BC L 55,B-flat major,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"Sinfonia in B minor, BWV 801 (Bach, Johann Sebastian)",https://imslp.org/wiki/Sinfonia_in_B_minor%2C_BWV_801_(Bach%2C_Johann_Sebastian),Sinfonia in B minor,"Bach, Johann Sebastian",BWV 801 ; BC L 56,B minor,1 sinfonia,1723 inInventions and Sinfonias,Baroque,Baroque,keyboard,
"15 Sinfonias, BWV 787-801 (Bach, Johann Sebastian)",https://imslp.org/wiki/15_Sinfonias%2C_BWV_787-801_(Bach%2C_Johann_Sebastian),15 Sinfonias,"Bach, Johann Sebastian",BWV 787-801 ; BC L 42–56,,"15 sinfonias:Sinfonia in C major, BWV 787Sinfonia in C minor, BWV 788Sinfonia in D major, BWV 789Sinfonia in D minor, BWV 790Sinfonia in E-flat major, BWV 791Sinfonia in E major, BWV 792Sinfonia in E minor, BWV 793Sinfonia in F major, BWV 794Sinfonia in F minor, BWV 795Sinfonia in G major, BWV 796Sinfonia in G minor, BWV 797Sinfonia in A major, BWV 798Sinfonia in A minor, BWV 799Sinfonia in B-flat major, BWV 800Sinfonia in B minor, BWV 801",1720–23 inInventions and Sinfonias,Baroque,Baroque,keyboard,
